title,authors,source,year,doi,abstract
Systematic mapping of software engineering management with an agile approach,DBM Rubio - 2023 - search.proquest.com,Google Scholar via SerpApi,2025,https://search.proquest.com/openview/4bfbf8fc17e649552e6c87248e29bcee/1?pq-origsite=gscholar&cbl=2026366&diss=y,"… is applied in Software engineering management areas. To do this, this study performs a systematic mapping to identify the main trends in software engineering management with an …"
The machine learning in software project management: A journey. Part II,"P Baramati, P Wagholi - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Dinesh-Hanchate/publication/289958721_The_machine_learning_in_software_project_management_A_journey_Part_II/links/5693a4eb08ae0f920dceaf55/The-machine-learning-in-software-project-management-A-journey-Part-II.pdf?_sg%5B0%5D=started_experiment_milestone&origin=journalDetail,… Software Project Management (SPM) is the most important and toughest job in software … We shall finish to consider software project management and machine learning in Part III of …
Risk Management and Governance in Blockchain-Based Digital Identity Projects: A Business Analysis and Project Management Framework,"T Kazeem, OK Agboola, N Okika… - ITEGAM …, 2025 - itegam-jetia.org",Google Scholar via SerpApi,2025,http://www.itegam-jetia.org/journal/index.php/jetia/article/view/1710,"Blockchain is viewed as a revolutionary solution to digital identity management, offering decentralization, security, and user control over one’s own private identity. However, there are a …"
Mastering Software Project Management,F Edition - 2006 - perpustakaan.atmaluhur.ac.id,Google Scholar via SerpApi,2025,https://perpustakaan.atmaluhur.ac.id/uploaded_files/temporary/DigitalCollection/MGRkOTYzOWQ1MzM1MmUyMWYyMjYxZmFlZDdlMGYxMjk2ZGY1ZGY0Ng==.pdf,… in software project management fit in very naturally. The need to give seminars also provided the necessary impetus for me to put my ideas on software project management down …
Towards Next Generation Project Management Simulation,"A Steele - Annual Conference of the National Advisory Comitee …, 2009 - citrenz.org.nz",Google Scholar via SerpApi,2025,https://citrenz.org.nz/citrenz/conferences/2009/115-120.pdf,… the current climate of IT project management simulation and … the future of IT project management simulation is developed. … assessment aspects of IT project management. To coincide …
Software Team Formation for software project management by Neural Networks,"MSA Shinde, MSG Thombare, MGJ Borade - 2009 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Santosh-Shinde-2/publication/337731419_Software_Team_Formation_for_software_project_management_by_Neural_Networks/links/5de759e84585159aa45f7c62/Software-Team-Formation-for-software-project-management-by-Neural-Networks,"We already know the four P’s of the project management that are people, problem, process & project. The project manager has to know the properties of the people in order to manage …"
Rank–,"O Singh, TYBS IT, R Nigam, S Yadav - 2022 - shrigpmcollegeandheri.org",Google Scholar via SerpApi,2025,https://shrigpmcollegeandheri.org/wp-content/uploads/2021/10/department_computer_science_12_July_2022..pdf,… skills of Artificial Intelligence. • To Identify and describe the different types of Artificial Intelligence … To build up a plan and implement a software project management activity. • To make …
Enhanced software project management by application of metrics and cost estimation techniques,"P Fitzhenry, G Gardiner - IEE Colloquium on Project …, 1995 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/494938/,"This paper describes elements of an improvement project within a collaborative partnership between the University of Cambridge and GPT Ltd, the UK's largest supplier of …"
A systematic literature review on serious games evaluation: An application to software project management,"A Calderón Sánchez, M Ruiz Carreira - 2015 - rodin.uca.es",Google Scholar via SerpApi,2025,https://rodin.uca.es/handle/10498/34548,… applied in the area of SG in software project management. … practitioners receive in software project management is a topic of … serious games in the area of software project management. …
Machine Learning applied to manage effort estimation and requirements in software projects,"V Pérez-Piqueras - THE 1ST EARLY CAREER …, 2021 - informatics-europe.org",Google Scholar via SerpApi,2025,https://www.informatics-europe.org/images/ECSS/ECSS2022/members-spotlight/Proceedings-Early-Career-Researchers-Workshop-ECSS2021.pdf#page=16,"… software project management makes planning and decision making increasingly slow and difficult. Advances in Artificial Intelligence … the field of software project management, in order …"
IT project success: The evaluation of 142 success factors by IT PM professionals,"D Stevenson, JA Starkweather - International Journal of Information …, 2017 - igi-global.com",Google Scholar via SerpApi,2025,https://www.igi-global.com/article/it-project-success/182317,"… the IT project management literature and the focus of IT project management professionals for … This study presented 142 such factors, collected from the IT project management literature …"
Project of an information system for restaurant business management,"V Morokhovych, I Liakh, V Kut, V Petrus… - 2024 - dspace.uzhnu.edu.ua",Google Scholar via SerpApi,2025,https://dspace.uzhnu.edu.ua/jspui/handle/lib/66558,"… Integrating artificial intelligence and machine learning in the restaurant business sector enables data processing optimization, assisting in predicting customer demand and preferences …"
The project management practice of the development of the application software,"XY Li, H Wang, G Xiang, H He… - … on Artificial Intelligence …, 2011 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/6010810/,"… Abstract—Based upon the summary of software project management, this paper concretely puts forward the project works, such as integration management, risk management, …"
An Ant Colony Optimization Algorithm for Software Project Management,"W Han, X Zhang, H Jiang, W Li - 2014 7th International …, 2014 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/7026253/,… This paper deals with the scheduling problem of software project management(SPM) and present an approach. It addresses this problem by means of the development of an ant colony …
The state of knowledge and the use of creativity methods in IT Project Management,"A Boratyńska-Sala, M Woźniak - … : ICT Management in Psycho-social and … - papers.ssrn.com",Google Scholar via SerpApi,2025,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3941737#page=40,"… Although creativity and innovation are rarely discussed in IT project management methodologies, the pursuit of both has not bypassed this area either. In software development where …"
Teaching a Quality Software Development Curriculum to Master Degree Students in IT Project Management,"V Ivanova - Computer Science and Education in Computer Science, 2011 - ceeol.com",Google Scholar via SerpApi,2025,https://www.ceeol.com/search/article-detail?id=517282,"… Since 2010 New Bulgarian University is part of the cross-university project ""Software Engineering Management Program"" (SEMP) in partnership with leading Bulgarian universities in …"
A Quantitative Analysis of the Effect of Organizational Structure on Software Engineering Management,AG Corimer - 1980 - search.proquest.com,Google Scholar via SerpApi,2025,https://search.proquest.com/openview/ce3d98bdf0bbe15a910967f81fe5ed0f/1?pq-origsite=gscholar&cbl=18750&diss=y,The effect of organizational structure on software engineering management has been quantified using graph models of the organizational flow of control and information. Values are …
Метод машинного навчання в управлінні програмними проектами,"Г БЕДРАТЮК - Measuring and computing devices in …, 2024 - vottp.khmnu.edu.ua",Google Scholar via SerpApi,2025,https://vottp.khmnu.edu.ua/index.php/vottp/article/view/344,"… It is in such conditions that artificial intelligence (AI) can play … Since the advent of artificial intelligence, its role in software … and artificial intelligence (AI) in software project management, …"
A novel approach to the early stage software development effort estimations using neural network models: a case study,"R Bhatnagar, MK Ghose… - Artificial Intelligence …, 2011 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Mrinal-Ghose/publication/236868388_A_Novel_Approach_to_the_Early_Stage_Software_Development_Effort_Estimations_using_Neural_Network_Models-A_Case_Study/links/0046352cd203312012000000/A-Novel-Approach-to-the-Early-Stage-Software-Development-Effort-Estimations-using-Neural-Network-Models-A-Case-Study.pdf,… Software project management is the set of processes and guidelines which help us in … which forms a key part of the software project management. Many models have been proposed …
"Integration of AI, ML, and DL Technologies in Project Management for Data Security-Based Face Recognition Attendance Systems","JT Santoso, DHF Manongga… - Penerbit Yayasan Prima …, 2024 - penerbit.stekom.ac.id",Google Scholar via SerpApi,2025,https://penerbit.stekom.ac.id/index.php/yayasanpat/article/view/492,"… In addition, integrating advanced technology in attendance project management provides a new contribution to the IT project management literature, especially in the scope of …"
Key Issues in Contract/Successful Contract Administration/Principles of Software Engineering Management/Computer Contracts,"J Wright - International Review of Law, Computers & …, 1997 - search.proquest.com",Google Scholar via SerpApi,2025,https://search.proquest.com/openview/47e94f595410751ccfe9c1d3409bcff9/1?pq-origsite=gscholar&cbl=33657,"… There are many reasons for selecting Principles of Software Engineering Management by Tom Gilb, … Principles of Software Engineering Management has a useful index and systematic …"
Role of artificial intelligence on agile planning and organizational performance in the ICT industry,"F Salehi - Asian Journal of Economics, Finance and Management, 2022 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Farhang-Salehi/publication/368381945_Role_of_Artificial_Intelligence_on_Agile_Planning_and_Organizational_Performance_in_the_ICT_Industry/links/63e4f18764252375639dae7e/Role-of-Artificial-Intelligence-on-Agile-Planning-and-Organizational-Performance-in-the-ICT-Industry.pdf,This study aims to emphasize the important role of artificial intelligence in the use of agile methodologies and how it can increase the outcome of agile planning and its direct impact on …
IT Project Management: Theory & Practice,M LUDÍK - is.muni.cz,Google Scholar via SerpApi,2025,https://is.muni.cz/th/isei5/Diplomova_praca_Archive.pdf,"… This thesis examines how IT project management standards and methodologies are applied in practice. Although frameworks like PRINCE2, PMBOK, and Agile offer structured …"
How Artificial Intelligence Influences Project Management,NOC Victor - 2023 - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Nwosu-Obinnaya-Chikezie-Victor/publication/368239261_How_Artificial_Intelligence_Influences_Project_Management/links/63dd355cc465a873a285056f/How-Artificial-Intelligence-Influences-Project-Management.pdf,"Despite the fact that arti cial intelligence and machine learning have already found a wide range of applications in business, their impact on project management is only just starting to …"
IT Project Management: Theory & Practice,M LUDÍK - is.muni.cz,Google Scholar via SerpApi,2025,https://is.muni.cz/th/isei5/Diplomova_praca_Archive.pdf,"… This thesis examines how IT project management standards and methodologies are applied in practice. Although frameworks like PRINCE2, PMBOK, and Agile offer structured …"
How Artificial Intelligence Influences Project Management,NOC Victor - 2023 - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Nwosu-Obinnaya-Chikezie-Victor/publication/368239261_How_Artificial_Intelligence_Influences_Project_Management/links/63dd355cc465a873a285056f/How-Artificial-Intelligence-Influences-Project-Management.pdf,"Despite the fact that arti cial intelligence and machine learning have already found a wide range of applications in business, their impact on project management is only just starting to …"
Modelops: Cloud-based lifecycle management for reliable and trusted ai,"W Hummer, V Muthusamy, T Rausch… - 2019 IEEE …, 2019 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/8790192/,… and lifecycle management of artificial intelligence (AI) … the principles of software lifecycle management can be leveraged … a comprehensive stack that delivers artificial intelligence (AI) …
A novel prototype tool for intelligent software project scheduling and staffing enhanced with personality factors,"C Stylianou, S Gerasimou… - … with Artificial Intelligence, 2012 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/6495057/,"… To combat these challenges, this paper presents IntelliSPM – a tool aiming to support software project management activities consisting of several optimization mechanisms borrowed …"
Software project schedule management using machine learning & data mining,"W Wei, ME Rana - International Journal of Scientific & Technology …, 2019 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Muhammad-Ehsan-Rana/publication/336030025_Software_Project_Schedule_Management_Using_Machine_Learning_Data_Mining/links/5d8b8cbd92851c33e93bf4bd/Software-Project-Schedule-Management-Using-Machine-Learning-Data-Mining.pdf,"… artificial intelligence technologies, such as manufacturing and service industries. This paper focuses on the use of artificial intelligence … control in software project management is based …"
Investigating Critical Success Factors for Effective Management of IT Projects,"A Siddique, QN Naveed, N Kraiem… - IEEE Access, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10747363/,"… this study will help IT project management professionals in … IT project management. To reduce the risk of IT projects failures, substantial efforts have been made in IT project management…"
Artificial neural network architecture and orthogonal arrays in estimation of software projects efforts,"N Ranković, D Ranković, M Ivanović… - … on INnovations in …, 2021 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/9548402/,… Abstract—Accurate assessment of software project development using the proper artificial intelligence tools can be a significant challenge for success in the software industry. This …
Coupling Artificial Intelligence and a System Dynamics Simulation to Optimize Quality Assurance and Testing in Software Development,CE Agan - 1990 - apps.dtic.mil,Google Scholar via SerpApi,2025,https://apps.dtic.mil/sti/html/tr/ADA226580/,… Using the System Dynamics Model of Software Project Management an optimal quality assurance and testing level for projects development lifecycle can be found. The focus of this …
Development of software project risk management model review,"P Tianyin - … International Conference on Artificial Intelligence …, 2011 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/6011139/,… risk is the software project development process due to the … management in a software project development process is an … The risk of software project management software project from …
A critical examination of cross-industry project management innovations and their transferability for improving it project deliverables,"S Shekhar - Quarterly Journal of Emerging Technologies and …, 2016 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Suman-Shekhar-9/publication/382968137_A_CRITICAL_EXAMINATION_OF_CROSS-INDUSTRY_PROJECT_MANAGEMENT_INNOVATIONS_AND_THEIR_TRANSFERABILITY_FOR_IMPROVING_IT_PROJECT_DELIVERABLES/links/66b50b898f7e1236bc459814/A-CRITICAL-EXAMINATION-OF-CROSS-INDUSTRY-PROJECT-MANAGEMENT-INNOVATIONS-AND-THEIR-TRANSFERABILITY-FOR-IMPROVING-IT-PROJECT-DELIVERABLES.pdf,… are scrutinized for their adaptation in IT project management. Cultural and organizational … The role of artificial intelligence (AI) and machine learning (ML) in IT project management is …
Machine Learning and Deep Learning Analytical Approaches to Assist Software Project Managers: Dashboard,"NK Gyamfi, AA Jaharadak, HSA Nawi - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Nana-Kwame-Gyamfi-3/publication/374903972_MlDl_Analytical_Approaches_to_Assist_Software_Project_Managers_Dashboard/links/66152c7943f8df018dea61ff/Ml-Dl-Analytical-Approaches-to-Assist-Software-Project-Managers-Dashboard.pdf,"… a variety of artificial intelligence techniques. Our … in software project management. This study thoroughly analyses the literature on three critical subjects: software project management, …"
Know-how in Software Project Management,"CG Cârstea - Economy Transdisciplinarity Cognition, 2014 - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/61031364/16_Carstea_C20191027-57683-190uu1w.pdf,"… This paper deals with significant aspects of the process of software project management. This new era requires a new breed of software, service and support solutions. The first step in …"
Artificial Intelligence and Earned Value in Project Management,R Garling - richgarling.com,Google Scholar via SerpApi,2025,https://richgarling.com/artificial-intelligence-and-earned-value-in-project-management/,"Two hundred years ago, the industrial revolution changed the way the world produced goods, transported them, and communicated. Today, Artificial Intelligence (AI) is a new revolution …"
Reshaping Knowledge Flow: The Impact of Ecollaboration Platforms in It-Project Knowledge Transfer,"R Stampfl, M Prodinger… - Electronic Journal of …, 2024 - academic-publishing.org",Google Scholar via SerpApi,2025,https://academic-publishing.org/index.php/ejkm/article/view/3526,… This research evaluates changes in knowledge transfer through the use of eCollaboration platforms in IT project management. Knowledge transfer within projects and from projects to …
A new vision over Agile Project Management in the Internet of Things era,"A Gal, I Filip, F Dragan - Procedia-Social and Behavioral Sciences, 2018 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S1877042818300338,"… In particular, this paper proposes o software project management solution that applies the … The software project management solution is using the Agile methodology for planning the …"
Predicting Software Functional Size Using Natural Language Processing: An Exploratory Case Study,"H Ünlü, S Tenekeci, C Çiftçi, İB Oral… - 2024 50th Euromicro …, 2024 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10803425/,"… essential role in software project management as it enables the acquisition of software size, which is the primary input for development effort and schedule estimation. However, many …"
Analytics in IT projects (Analytics in IT Projects),V Zlatev - 2024 - computerscience.nbu.bg,Google Scholar via SerpApi,2025,https://computerscience.nbu.bg/download/departamenti/informatika/konkursi/stanovishte-penko-ivanov-ivan-trenchev-eng.pdf,"… of analytical methods in IT project management. This goal stems … of technologies such as artificial intelligence and big data, … on the practice of IT project management. The developed …"
Category: Artificial Intelligence,R Garling - richgarling.com,Google Scholar via SerpApi,2025,https://richgarling.com/category/project-management/artificial-intelligence/,"Two hundred years ago, the industrial revolution changed the way the world produced goods, transported them, and communicated. Today, Artificial Intelligence (AI) is a new revolution …"
Tag: Artificial Intelligence,R Garling - richgarling.com,Google Scholar via SerpApi,2025,https://richgarling.com/tag/artificial-intelligence/,"Two hundred years ago, the industrial revolution changed the way the world produced goods, transported them, and communicated. Today, Artificial Intelligence (AI) is a new revolution …"
INTEGRATION OF NONCONVENTIONAL AI TOOLS FOR ENHANCING EFFICIENCY IN IT PROJECTS,"CF Iuonas, AM Titu - aos.ro",Google Scholar via SerpApi,2025,https://www.aos.ro/wp-content/anale/ENsVol7Nr2Art.2.pdf,… 5.1 Ethical and Transparency Concerns The integration of Artificial Intelligence (AI) into IT project management has led to notable improvements in predicting potential risks. By …
Role of artificial intelligence in business process transformation,"S Prasad, P Kulkarni, Veronika - AIP Conference Proceedings, 2023 - pubs.aip.org",Google Scholar via SerpApi,2025,https://pubs.aip.org/aip/acp/article-abstract/2736/1/060028/2913026,… AI with software project management can conduct all administer and manage projects … Change management is critical in software engineering management because it is both …
Web Application for Simulation of Agile Software Projects–Stage One: Team Builder,"EMM Alzeyani, P Baláž, C Szabó - Journal of Applied Technical and …, 2022 - jates.org",Google Scholar via SerpApi,2025,https://www.jates.org/index.php/jatespath/article/view/309,"… The aim of this work is to research agile development, artificial intelligence and data processing … software project management improvements and artificial intelligence in agile projects. …"
AI in Risk Management,"N Ranković, D Rankovic, M Ivanovic, L Lazic - 2024 - repository.tilburguniversity.edu",Google Scholar via SerpApi,2025,https://repository.tilburguniversity.edu/server/api/core/bitstreams/f2e04e1d-3f51-4423-9149-ed2cceb44f1a/content,"… of AI in risk management within software project management, starting with key risk … and Artificial Intelligence techniques utilized for risk management in software project management. …"
Simulation of Software Engineering Resource Allocation Optimization Model Based on Deep Learning,"P Xu - … International Conference on Computer Simulation and …, 2023 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10549101/,"… Software engineering management is the key to ensure the … However, in traditional software engineering management, … to explore the use of artificial intelligence and DL technology to …"
Simulation of Software Engineering Resource Allocation Optimization Model Based on Deep Learning,"P Xu - … International Conference on Computer Simulation and …, 2023 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/10549101/,"… Software engineering management is the key to ensure the … However, in traditional software engineering management, … to explore the use of artificial intelligence and DL technology to …"
Strategic Project Management in Gas Distribution Facilities: A Framework for Enhancing Asset Reliability and Availability,"MO Kanu, E Ogu, PI Egbumokei, IN Dienagha… - 2025 - multiresearchjournal.com",Google Scholar via SerpApi,2025,https://www.multiresearchjournal.com/admin/uploads/archives/archive-1741332311.pdf,"… This review paper explores the strategic project management framework applied to gas … The strategic project management framework is vital for optimizing asset performance, …"
Contructing and researching on software engineering course group,"J Guo, P Yan, J Xu - … Technology and Artificial Intelligence …, 2011 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/6030242/,"… to the survey, the compound talents who are good at software business as well as engineer management are in the strong demand, especially in software project management, software …"
Software cost estimation using artificial intelligence technique,"D Kapoor, RK Gupta - … Journal of Research and Development in …, 2016 - ijrdase.com",Google Scholar via SerpApi,2025,http://ijrdase.com/ijrdase/wp-content/uploads/2016/02/Software-Cost-Estimation-using-Artificial-Intelligence-Technique-Dheeraj-Kapoor-R.-K.-Gupta.pdf,… Models developed on Artificial Intelligence techniques should be used for more accurate … estimation of cost is very important for software project development. An enhanced model of …
Explicit specification framework to manage software project effectively,"KU Sarker, A Deraman, R Hasan… - Indian Journal of Science …, 2020 - researchgate.net",Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Kamal-Sarker/publication/344641360_INDIAN_JOURNAL_OF_SCIENCE_AND_TECHNOLOGY_Explicit_specification_framework_to_manage_software_project_effectively/links/5f869132458515b7cf7f6ce5/INDIAN-JOURNAL-OF-SCIENCE-AND-TECHNOLOGY-Explicit-specification-framework-to-manage-software-project-effectively.pdf,"… It is going to propose a project management framework with the target to cut the number of … This research proposes, elaborates, and evaluates a software project management framework…"
The role of AI integration in fostering innovation within software houses,N Siddiqui - 2024 - theseus.fi,Google Scholar via SerpApi,2025,https://www.theseus.fi/handle/10024/871819,… This thesis investigates the use of artificial intelligence to promote innovation in software … advantage that comes with use of artificial intelligence to advance operational efficiency and …
LEADING TO MOTIVATE IN AN IT PROJECT MANAGEMENT ENVIRONMENT,A Pettö - 2019 - zir.nsk.hr,Google Scholar via SerpApi,2025,https://zir.nsk.hr/islandora/object/algebra:556,"U ovom završnom radu usporediti ću rad u tradicionalnim timovima u odnosu na rad u agilnim timovima. Kako suvremene tehnologije, noviji načini rada te organizacijske promjene …"
ADA-Gen: Iterative and incremental generation of full-stack apps for learning Agile/DevOps software development practices.(2025),"NBD TA - Proceedings of the 17th International Conference …, 2025 - ink.library.smu.edu.sg",Google Scholar via SerpApi,2025,https://ink.library.smu.edu.sg/cgi/viewcontent.cgi?article=11370&context=sis_research,"… , one of the most popular platforms for software project management, so students can use it … In the next stage, we provide a layout to help the LLM understand the prompt structure and …"
SUBMITTED TO,NSM Satar - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Xiangfei-Meng-5/publication/377335603_IBM's_Advanced_IT_Project_Management_for_Global_Technology_Solutions/links/65a0f55dbc30165e6e345658/IBMs-Advanced-IT-Project-Management-for-Global-Technology-Solutions.pdf,"… In summary, the Advanced IT Project Management for Global Technology Solutions offered … Companies that aspire to achieve excellence in global IT project management can benefit …"
A Survey of Web-Based Software Project Management Tools,"J Cabot, G Wilson - modeling-languages.com",Google Scholar via SerpApi,2025,https://modeling-languages.com/survey-web-based-software-project-management-tools/,"… To our knowledge, this is the first general study of web-based software project management tools, though their importance was pointed out in [Alshawi03]; for comparisons of pre-web …"
A Development Process Framework for Artificial Intelligence/machine Learning (AI/ML)-basedconnected Health Informatics,N Nikfal - 2024 - search.proquest.com,Google Scholar via SerpApi,2025,https://search.proquest.com/openview/ca292b7b40d72918b312e6b83a47bffa/1?pq-origsite=gscholar&cbl=18750&diss=y,"… All these resources aim to identify essential literature in the field of artificial intelligence and machine learning, Agile IT project management and quality assurance. In the second phase, …"
Managing Global Software Projects: The MAS Way,"A Sethuraman, S Niranjani - academia.edu",Google Scholar via SerpApi,2025,https://www.academia.edu/download/85373278/Vol7_No5_KE_Managing_Global_Software_Projects_The_MAS_Way.pdf,… Software Project Management tool. The results have indicated considerable productivity and quality gains over the traditional software project management … of artificial intelligence and …
Intelligent Integration of AI Forecasting and DevOps Tools in Strategic IT Project Management,"M Klymburska - Futurity Proceedings, 2025 - futurity-proceedings.com",Google Scholar via SerpApi,2025,http://futurity-proceedings.com/index.php/home/article/view/191,The research explores the synergy between AI-driven forecasting and DevOps tools in strategic IT project management. It highlights the role of machine learning in predicting resource …
Zarządzanie projektem informatycznym na przykładzie wdrożenia w środowisku magazynowym IT project management on the example of implementation in a …,"K Michalski, T Czajkowski - ceeol.com",Google Scholar via SerpApi,2025,https://www.ceeol.com/search/article-detail?id=1273208,"The article recognizes the process of implementing a WMS system (Warehouse Management System) as key for the warehouse environment, on the example of a company …"
Застосування штучного інтелекту для управління проєктами людино-орієнтованих інформаційних технологій,"Д ГУДАКОВ, Я КОЛОДІНСЬКА - Measuring and computing …, 2025 - vottp.khmnu.edu.ua",Google Scholar via SerpApi,2025,https://vottp.khmnu.edu.ua/index.php/vottp/article/download/465/435,"… , machine learning models, and large language models (LLM), which help to improve … artificial intelligence contributes to a significant increase in the efficiency of IT project management, …"
ADA-Gen: Iterative and Incremental Generation of Full-Stack Apps for Learning Agile/DevOps Software Development Practices,TNB Duong - scitepress.org,Google Scholar via SerpApi,2025,https://www.scitepress.org/Papers/2025/134228/134228.pdf,"… , one of the most popular platforms for software project management, so students can use it … In the next stage, we provide a layout to help the LLM understand the prompt structure and …"
Agent-based simulation for software project planning,"D Joslin, W Poole - … of the Winter Simulation Conference, 2005., 2005 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/1574359/,… problem of planning for software project management. Simulation … reflects the realities of software project management. … be able to create Artificial Intelligence algorithms that would be …
Generation of IT Project Documentation Elements from a Model Transformation Chain,"O Nikiforova, MK Miļūne, K Babris… - Proceedings of the 20th …, 2025 - scitepress.org",Google Scholar via SerpApi,2025,https://www.scitepress.org/Papers/2025/135683/135683.pdf,"… identified transformation chains for four critical sections of the IT Project Management Plan and for each section, we defined mappings between commonly used artefacts and …"
Project Manager Technical Competencies Contributing to Project Success: A Literature Review,"R Martin, JA Williams, M Tabatabaei, M Cuellar - 2025 - aisel.aisnet.org",Google Scholar via SerpApi,2025,https://aisel.aisnet.org/amcis2025/it_pm/it_pm/4/,… the essential technical competencies required for IT project management. A total of 22 peer-… of technical competencies in IS/IT project management and offer practical recommendations …
Consolidation of the ifm with the jssp through neural networks as model for software projects,"P Ipsilandis, D Tselios… - … on Artificial Intelligence …, 2014 - ieeexplore.ieee.org",Google Scholar via SerpApi,2025,https://ieeexplore.ieee.org/abstract/document/7102431/,… The IFM is a financial approach to software project management aiming at maximizing the net present value (NPV) and it can be used in cooperation with other software development …
CS&SE@ SW 2022,K Rih-Ukraine - ds.knu.edu.ua,Google Scholar via SerpApi,2025,http://ds.knu.edu.ua/jspui/handle/123456789/5141,… • Software configuration management • Software engineering management • Software development … interaction • Scientific computing • Artificial intelligence This volume represents the …
An Artificial Neural Network-Based Model for Effective Software Development Effort Estimation.,"J Rashid, S Kanwal, MW Nisar… - … . Syst. Sci. Eng., 2023 - napier-repository.worktribe.com",Google Scholar via SerpApi,2025,https://napier-repository.worktribe.com/OutputFile/2889068,
Move method refactoring recommendation based on deep learning and LLM-generated information,"Y Zhang, Y Li, G Meredith, K Zheng, X Li - Information Sciences, 2025 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S0020025524016670,"… Textual features are generated with LLM to obtain code summaries, and the pre-trained model is used to produce word vectors. Semantic features are obtained by calculating the …"
Using Automation and Artificial Intelligence in the Management of European Social Fund Projects,"M Oliviu, L Andreica, F Tudor - Procedia Computer Science, 2025 - Elsevier",Google Scholar via SerpApi,2025,https://www.sciencedirect.com/science/article/pii/S187705092500701X,"… Business process reengineering: a scope of automation in software project management using artificial intelligence. International Journal of Engineering and Advanced Technology 9, …"
A SWOT Analysis of the Role of Artificial Intelligence in Project Management.,"C Brandas, O Didraga, A Albu - Informatica Economica, 2023 - search.ebscohost.com",Google Scholar via SerpApi,2025,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=14531305&AN=176515712&h=oO4DuctcHEL1ANxz3GPWVtJUVNNnhRUE1CBwK6P2YrUDBnRGxtCmRnGAOoq8w4j4nrn%2BTjV11l8wsbpHebJRdA%3D%3D&crl=c,"Projects are critical to the success of organizations, and therefore improving project management (PM) is imperative. Artificial intelligence (AI) has revolutionized PM, especially in …"
AI-Driven Project Management for Construction SMEs: A Framework for Cost and Schedule Optimization,"Y Liang - International Journal of Engineering Advances, 2025 - gbspress.com",Google Scholar via SerpApi,2025,http://www.gbspress.com/index.php/IJEA/article/view/446,"… To address these challenges, this study proposes an AI-driven project management framework tailored for small and medium-sized construction enterprises. The framework leverages …"
The Convergence of AI and DevOps: Exploring Adaptive Automation and Proactive System Reliability,OC Desmond - 2024 - researchgate.net,Google Scholar via SerpApi,2025,https://www.researchgate.net/profile/Osinaka-Desmond-2/publication/388563829_The_Convergence_of_AI_and_DevOps_Exploring_Adaptive_Automation_and_Proactive_System_Reliability/links/679d3ac152b58d39f25fff91/The-Convergence-of-AI-and-DevOps-Exploring-Adaptive-Automation-and-Proactive-System-Reliability.pdf,"… Sophisticated advancements in software lifecycle management are being developed through artificial intelligence (AI) implementation by promoting intelligent automation, anticipative …"
