ID,ENTRYTYPE,title,author,year,journal,booktitle,volume,number,pages,doi,url,note,bibsource,biburl,timestamp,publisher,editor,series,howpublished,month,eprint,eprinttype,urn,Abstract
DBLP:journals/corr/abs-2504-09522,article,How new data permeates {LLM} knowledge and how to dilute it,"Chen Sun and
Renat Aksitov and
Andrey Zhmoginov and
Nolan Andrew Miller and
Max Vladymyrov and
Ulrich Rueckert and
Been Kim and
Mark Sandler",2025,CoRR,,abs/2504.09522,,,10.48550/ARXIV.2504.09522,https://doi.org/10.48550/arXiv.2504.09522,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-09522.bib,"Wed, 21 May 2025 01:00:00 +0200",,,,,,2504.09522,arXiv,,"Large language models learn and continually learn through the accumulation of gradient-based updates, but how individual pieces of new information affect existing knowledge, leading to both beneficial generalization and problematic hallucination, remains poorly understood. We demonstrate that when learning new information, LLMs exhibit a""priming""effect: learning a new fact can cause the model to inappropriately apply that knowledge in unrelated contexts. To systematically study this phenomenon, we introduce""Outlandish,""a carefully curated dataset of 1320 diverse text samples designed to probe how new knowledge permeates through an LLM's existing knowledge base. Using this dataset, we show that the degree of priming after learning new information can be predicted by measuring the token probability of key words before learning. This relationship holds robustly across different model architectures (PALM-2, Gemma, Llama), sizes, and training stages. Finally, we develop two novel techniques to modulate how new knowledge affects existing model behavior: (1) a ``stepping-stone'' text augmentation strategy and (2) an ``ignore-k'' update pruning method. These approaches reduce undesirable priming effects by 50-95\% while preserving the model's ability to learn new information. Our findings provide both empirical insights into how LLMs learn and practical tools for improving the specificity of knowledge insertion in language models. Further materials: https://sunchipsster1.github.io/projects/outlandish/"
DBLP:journals/corr/abs-2504-09855,article,PestMA: LLM-based Multi-Agent System for Informed Pest Management,"Hongrui Shi and
Shunbao Li and
Zhipeng Yuan and
Po Yang",2025,CoRR,,abs/2504.09855,,,10.48550/ARXIV.2504.09855,https://doi.org/10.48550/arXiv.2504.09855,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-09855.bib,"Wed, 21 May 2025 01:00:00 +0200",,,,,,2504.09855,arXiv,,"Effective pest management is complex due to the need for accurate, context-specific decisions. Recent advancements in large language models (LLMs) open new possibilities for addressing these challenges by providing sophisticated, adaptive knowledge acquisition and reasoning. However, existing LLM-based pest management approaches often rely on a single-agent paradigm, which can limit their capacity to incorporate diverse external information, engage in systematic validation, and address complex, threshold-driven decisions. To overcome these limitations, we introduce PestMA, an LLM-based multi-agent system (MAS) designed to generate reliable and evidence-based pest management advice. Building on an editorial paradigm, PestMA features three specialized agents, an Editor for synthesizing pest management recommendations, a Retriever for gathering relevant external data, and a Validator for ensuring correctness. Evaluations on real-world pest scenarios demonstrate that PestMA achieves an initial accuracy of 86.8% for pest management decisions, which increases to 92.6% after validation. These results underscore the value of collaborative agent-based workflows in refining and validating decisions, highlighting the potential of LLM-based multi-agent systems to automate and enhance pest management processes."
DBLP:journals/corr/abs-2504-10013,article,"Training LLMs on {HPC} Systems: Best Practices from the OpenGPT-X
Project","Carolin Penke and
Chelsea Maria John and
Jan Ebert and
Stefan Kesselheim and
Andreas Herten",2025,CoRR,,abs/2504.10013,,,10.48550/ARXIV.2504.10013,https://doi.org/10.48550/arXiv.2504.10013,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-10013.bib,"Wed, 21 May 2025 01:00:00 +0200",,,,,,2504.10013,arXiv,,"The training of large language models (LLMs) requires substantial computational resources, complex software stacks, and carefully designed workflows to achieve scalability and efficiency. This report presents best practices and insights gained from the OpenGPT-X project, a German initiative focused on developing open, multilingual LLMs optimized for European languages. We detail the use of high-performance computing (HPC) systems, primarily JUWELS Booster at JSC, for training Teuken-7B, a 7-billion-parameter transformer model. The report covers system architecture, training infrastructure, software choices, profiling and benchmarking tools, as well as engineering and operational challenges."
DBLP:journals/corr/abs-2504-10050,article,"Emotional Strain and Frustration in {LLM} Interactions in Software
Engineering","Cristina Martinez Montes and
Ranim Khojah",2025,CoRR,,abs/2504.10050,,,10.48550/ARXIV.2504.10050,https://doi.org/10.48550/arXiv.2504.10050,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-10050.bib,"Wed, 21 May 2025 01:00:00 +0200",,,,,,2504.1005,arXiv,,"Large Language Models (LLMs) are increasingly integrated into various daily tasks in Software Engineering such as coding and requirement elicitation. Despite their various capabilities and constant use, some interactions can lead to unexpected challenges (e.g. hallucinations or verbose answers) and, in turn, cause emotions that develop into frustration. Frustration can negatively impact engineers' productivity and well-being if they escalate into stress and burnout. In this paper, we assess the impact of LLM interactions on software engineers' emotional responses, specifically strains, and identify common causes of frustration when interacting with LLMs at work. Based on 62 survey responses from software engineers in industry and academia across various companies and universities, we found that a majority of our respondents experience frustrations or other related emotions regardless of the nature of their work. Additionally, our results showed that frustration mainly stemmed from issues with correctness and less critical issues such as adaptability to context or specific format. While such issues may not cause frustration in general, artefacts that do not follow certain preferences, standards, or best practices can make the output unusable without extensive modification, causing frustration over time. In addition to the frustration triggers, our study offers guidelines to improve the software engineers' experience, aiming to minimise long-term consequences on mental health."
DBLP:journals/corr/abs-2504-10504,article,"LayerFlow: Layer-wise Exploration of {LLM} Embeddings using Uncertainty-aware
Interlinked Projections","Rita Sevastjanova and
Robin Gerling and
Thilo Spinner and
Mennatallah El{-}Assady",2025,CoRR,,abs/2504.10504,,,10.48550/ARXIV.2504.10504,https://doi.org/10.48550/arXiv.2504.10504,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-10504.bib,"Wed, 21 May 2025 01:00:00 +0200",,,,,,2504.10504,arXiv,,"Large language models (LLMs) represent words through contextual word embeddings encoding different language properties like semantics and syntax. Understanding these properties is crucial, especially for researchers investigating language model capabilities, employing embeddings for tasks related to text similarity, or evaluating the reasons behind token importance as measured through attribution methods. Applications for embedding exploration frequently involve dimensionality reduction techniques, which reduce high‐dimensional vectors to two dimensions used as coordinates in a scatterplot. This data transformation step introduces uncertainty that can be propagated to the visual representation and influence users' interpretation of the data. To communicate such uncertainties, we present LayerFlow – a visual analytics workspace that displays embeddings in an interlinked projection design and communicates the transformation, representation, and interpretation uncertainty. In particular, to hint at potential data distortions and uncertainties, the workspace includes several visual components, such as convex hulls showing 2D and HD clusters, data point pairwise distances, cluster summaries, and projection quality metrics. We show the usability of the presented workspace through replication and expert case studies that highlight the need to communicate uncertainty through multiple visual components and different data perspectives."
DBLP:journals/corr/abs-2504-10906,article,"Understanding LLMs' Cross-Lingual Context Retrieval: How Good It Is
And Where It Comes From","Changjiang Gao and
Hankun Lin and
Shujian Huang and
Xin Huang and
Xue Han and
Junlan Feng and
Chao Deng and
Jiajun Chen",2025,CoRR,,abs/2504.10906,,,10.48550/ARXIV.2504.10906,https://doi.org/10.48550/arXiv.2504.10906,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-10906.bib,"Wed, 21 May 2025 01:00:00 +0200",,,,,,2504.10906,arXiv,,"The ability of cross-lingual context retrieval is a fundamental aspect of cross-lingual alignment of large language models (LLMs), where the model extracts context information in one language based on requests in another language. Despite its importance in real-life applications, this ability has not been adequately investigated for state-of-the-art models. In this paper, we evaluate the cross-lingual context retrieval ability of over 40 LLMs across 12 languages to understand the source of this ability, using cross-lingual machine reading comprehension (xMRC) as a representative scenario. Our results show that several small, post-trained open LLMs show strong cross-lingual context retrieval ability, comparable to closed-source LLMs such as GPT-4o, and their estimated oracle performances greatly improve after post-training. Our interpretability analysis shows that the cross-lingual context retrieval process can be divided into two main phases: question encoding and answer retrieval, which are formed in pre-training and post-training, respectively. The phasing stability correlates with xMRC performance, and the xMRC bottleneck lies at the last model layers in the second phase, where the effect of post-training can be evidently observed. Our results also indicate that larger-scale pretraining cannot improve the xMRC performance. Instead, larger LLMs need further multilingual post-training to fully unlock their cross-lingual context retrieval potential. Our code and is available at https://github.com/NJUNLP/Cross-Lingual-Context-Retrieval"
DBLP:journals/corr/abs-2504-11765,article,"Shared Disk {KV} Cache Management for Efficient Multi-Instance Inference
in RAG-Powered LLMs","Hyungwoo Lee and
Kihyun Kim and
Jinwoo Kim and
Jungmin So and
Myung{-}Hoon Cha and
Hong{-}Yeon Kim and
James J. Kim and
Youngjae Kim",2025,CoRR,,abs/2504.11765,,,10.48550/ARXIV.2504.11765,https://doi.org/10.48550/arXiv.2504.11765,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-11765.bib,"Wed, 21 May 2025 01:00:00 +0200",,,,,,2504.11765,arXiv,,"Recent large language models (LLMs) face increasing inference latency as input context length and model size continue to grow. In particular, the retrieval-augmented generation (RAG) technique, which enhances LLM responses by incorporating external knowledge, exacerbates this issue by significantly increasing the number of input tokens. This expansion in token length leads to a substantial rise in computational overhead, particularly during the prefill stage, resulting in prolonged time-to-first-token (TTFT). To address this issue, this paper proposes a method to reduce TTFT by leveraging a disk-based key-value (KV) cache to lessen the computational burden during the prefill stage. We also introduce a disk-based shared KV cache management system, called Shared RAG-DCache, for multi-instance LLM RAG service environments. This system, together with an optimal system configuration, improves both throughput and latency under given resource constraints. Shared RAG-DCache exploits the locality of documents related to user queries in RAG, as well as the queueing delay in LLM inference services. It proactively generates and stores disk KV caches for query-related documents and shares them across multiple LLM instances to enhance inference performance. In experiments on a single host equipped with 2 GPUs and 1 CPU, Shared RAG-DCache achieved a 15~71% increase in throughput and up to a 12~65% reduction in latency, depending on the resource configuration."
DBLP:journals/corr/abs-2504-12337,article,"""It Listens Better Than My Therapist"": Exploring Social Media Discourse
on LLMs as Mental Health Tool",Anna{-}Carolina Haensch,2025,CoRR,,abs/2504.12337,,,10.48550/ARXIV.2504.12337,https://doi.org/10.48550/arXiv.2504.12337,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-12337.bib,"Thu, 22 May 2025 01:00:00 +0200",,,,,,2504.12337,arXiv,,"The emergence of generative AI chatbots such as ChatGPT has prompted growing public and academic interest in their role as informal mental health support tools. While early rule-based systems have been around for several years, large language models (LLMs) offer new capabilities in conversational fluency, empathy simulation, and availability. This study explores how users engage with LLMs as mental health tools by analyzing over 10,000 TikTok comments from videos referencing LLMs as mental health tools. Using a self-developed tiered coding schema and supervised classification models, we identify user experiences, attitudes, and recurring themes. Results show that nearly 20% of comments reflect personal use, with these users expressing overwhelmingly positive attitudes. Commonly cited benefits include accessibility, emotional support, and perceived therapeutic value. However, concerns around privacy, generic responses, and the lack of professional oversight remain prominent. It is important to note that the user feedback does not indicate which therapeutic framework, if any, the LLM-generated output aligns with. While the findings underscore the growing relevance of AI in everyday practices, they also highlight the urgent need for clinical and ethical scrutiny in the use of AI for mental health support."
DBLP:journals/corr/abs-2504-15080,article,"Empowering {AI} to Generate Better {AI} Code: Guided Generation of
Deep Learning Projects with LLMs","Chen Xie and
Mingsheng Jiao and
Xiaodong Gu and
Beijun Shen",2025,CoRR,,abs/2504.15080,,,10.48550/ARXIV.2504.15080,https://doi.org/10.48550/arXiv.2504.15080,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-15080.bib,"Fri, 23 May 2025 01:00:00 +0200",,,,,,2504.1508,arXiv,,
DBLP:journals/corr/abs-2504-15439,article,"Combating Toxic Language: {A} Review of LLM-Based Strategies for Software
Engineering","Hao Zhuo and
Yicheng Yang and
Kewen Peng",2025,CoRR,,abs/2504.15439,,,10.48550/ARXIV.2504.15439,https://doi.org/10.48550/arXiv.2504.15439,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-15439.bib,"Tue, 05 Aug 2025 01:00:00 +0200",,,,,,2504.15439,arXiv,,"Large Language Models (LLMs) have become integral to software engineering (SE), where they are increasingly used in development workflows. However, their widespread use raises concerns about the presence and propagation of toxic language--harmful or offensive content that can foster exclusionary environments. This paper provides a comprehensive review of recent research on toxicity detection and mitigation, focusing on both SE-specific and general-purpose datasets. We examine annotation and preprocessing techniques, assess detection methodologies, and evaluate mitigation strategies, particularly those leveraging LLMs. Additionally, we conduct an ablation study demonstrating the effectiveness of LLM-based rewriting for reducing toxicity. By synthesizing existing work and identifying open challenges, this review highlights key areas for future research to ensure the responsible deployment of LLMs in SE and beyond."
DBLP:journals/corr/abs-2504-16032,article,LLMs meet Federated Learning for Scalable and Secure IoT Management,"Yazan Otoum and
Arghavan Asad and
Amiya Nayak",2025,CoRR,,abs/2504.16032,,,10.48550/ARXIV.2504.16032,https://doi.org/10.48550/arXiv.2504.16032,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-16032.bib,"Fri, 23 May 2025 01:00:00 +0200",,,,,,2504.16032,arXiv,,"The rapid expansion of IoT ecosystems introduces severe challenges in scalability, security, and real-time decision-making. Traditional centralized architectures struggle with latency, privacy concerns, and excessive resource consumption, making them unsuitable for modern large-scale IoT deployments. This paper presents a novel Federated Learning-driven Large Language Model (FL-LLM) framework, designed to enhance IoT system intelligence while ensuring data privacy and computational efficiency. The framework integrates Generative IoT (GIoT) models with a Gradient Sensing Federated Strategy (GSFS), dynamically optimizing model updates based on real-time network conditions. By leveraging a hybrid edge-cloud processing architecture, our approach balances intelligence, scalability, and security in distributed IoT environments. Evaluations on the IoT-23 dataset demonstrate that our framework improves model accuracy, reduces response latency, and enhances energy efficiency, outperforming traditional FL techniques (i.e., FedAvg, FedOpt). These findings highlight the potential of integrating LLM-powered federated learning into large-scale IoT ecosystems, paving the way for more secure, scalable, and adaptive IoT management solutions."
DBLP:journals/corr/abs-2504-16472,article,"Harden and Catch for Just-in-Time Assured LLM-Based Software Testing:
Open Research Challenges","Mark Harman and
Peter W. O'Hearn and
Shubho Sengupta",2025,CoRR,,abs/2504.16472,,,10.48550/ARXIV.2504.16472,https://doi.org/10.48550/arXiv.2504.16472,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-16472.bib,"Fri, 23 May 2025 01:00:00 +0200",,,,,,2504.16472,arXiv,,"Despite decades of research and practice in automated software testing, several fundamental concepts remain ill-defined and under-explored, yet offer enormous potential real-world impact. We show that these concepts raise exciting new challenges in the context of Large Language Models for software test generation. More specifically, we formally define and investigate the properties of hardening and catching tests. A hardening test is one that seeks to protect against future regressions, while a catching test is one that catches such a regression or a fault in new functionality introduced by a code change. Hardening tests can be generated at any time and may become catching tests when a future regression is caught. We also define and motivate the Catching 'Just-in-Time' (JiTTest) Challenge, in which tests are generated 'just-in-time' to catch new faults before they land into production. We show that any solution to Catching JiTTest generation can also be repurposed to catch latent faults in legacy code. We enumerate possible outcomes for hardening and catching tests and JiTTests, and discuss open research problems, deployment options, and initial results from our work on automated LLM-based hardening at Meta. This paper was written to accompany the keynote by the authors at the ACM International Conference on the Foundations of Software Engineering (FSE) 2025. Author order is alphabetical. The corresponding author is Mark Harman."
DBLP:journals/corr/abs-2504-19746,article,"FineQ: Software-Hardware Co-Design for Low-Bit Fine-Grained Mixed-Precision
Quantization of LLMs","Xilong Xie and
Liang Wang and
Limin Xiao and
Meng Han and
Lin Sun and
Shuai Zheng and
Xiangrong Xu",2025,CoRR,,abs/2504.19746,,,10.48550/ARXIV.2504.19746,https://doi.org/10.48550/arXiv.2504.19746,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-19746.bib,"Sun, 25 May 2025 01:00:00 +0200",,,,,,2504.19746,arXiv,,
DBLP:journals/corr/abs-2504-20049,article,It's the same but not the same: Do LLMs distinguish Spanish varieties?,"Marina Mayor{-}Rocher and
Cristina del Pozo and
Nina Melero and
Gonzalo Mart{\'{\i}}nez and
Mar{\'{\i}}a Grandury and
Pedro Reviriego",2025,CoRR,,abs/2504.20049,,,10.48550/ARXIV.2504.20049,https://doi.org/10.48550/arXiv.2504.20049,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-20049.bib,"Sun, 25 May 2025 01:00:00 +0200",,,,,,2504.20049,arXiv,,"In recent years, large language models (LLMs) have demonstrated a high capacity for understanding and generating text in Spanish. However, with five hundred million native speakers, Spanish is not a homogeneous language but rather one rich in diatopic variations spanning both sides of the Atlantic. For this reason, in this study, we evaluate the ability of nine language models to identify and distinguish the morphosyntactic and lexical peculiarities of seven varieties of Spanish (Andean, Antillean, Continental Caribbean, Chilean, Peninsular, Mexican and Central American and Rioplatense) through a multiple-choice test. The results indicate that the Peninsular Spanish variety is the best identified by all models and that, among them, GPT-4o is the only model capable of recognizing the variability of the Spanish language. -- En los \'ultimos a\~nos, los grandes modelos de lenguaje (LLMs, por sus siglas en ingl\'es) han demostrado una alta capacidad para comprender y generar texto en espa\~nol. Sin embargo, con quinientos millones de hablantes nativos, la espa\~nola no es una lengua homog\'enea, sino rica en variedades diat\'opicas que se extienden a ambos lados del Atl\'antico. Por todo ello, evaluamos en este trabajo la capacidad de nueve modelos de lenguaje de identificar y discernir las peculiaridades morfosint\'acticas y l\'exicas de siete variedades de espa\~nol (andino, antillano, caribe\~no continental, chileno, espa\~nol peninsular, mexicano y centroamericano y rioplatense) mediante un test de respuesta m\'ultiple. Los resultados obtenidos indican que la variedad de espa\~nol peninsular es la mejor identificada por todos los modelos y que, de entre todos, GPT-4o es el \'unico modelo capaz de identificar la variabilidad de la lengua espa\~nola."
DBLP:journals/corr/abs-2504-20406,article,"Skill Discovery for Software Scripting Automation via Offline Simulations
with LLMs","Paiheng Xu and
Gang Wu and
Xiang Chen and
Tong Yu and
Chang Xiao and
Franck Dernoncourt and
Tianyi Zhou and
Wei Ai and
Viswanathan (Vishy) Swaminathan",2025,CoRR,,abs/2504.20406,,,10.48550/ARXIV.2504.20406,https://doi.org/10.48550/arXiv.2504.20406,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-20406.bib,"Fri, 04 Jul 2025 01:00:00 +0200",,,,,,2504.20406,arXiv,,"Scripting interfaces enable users to automate tasks and customize software workflows, but creating scripts traditionally requires programming expertise and familiarity with specific APIs, posing barriers for many users. While Large Language Models (LLMs) can generate code from natural language queries, runtime code generation is severely limited due to unverified code, security risks, longer response times, and higher computational costs. To bridge the gap, we propose an offline simulation framework to curate a software-specific skillset, a collection of verified scripts, by exploiting LLMs and publicly available scripting guides. Our framework comprises two components: (1) task creation, using top-down functionality guidance and bottom-up API synergy exploration to generate helpful tasks; and (2) skill generation with trials, refining and validating scripts based on execution feedback. To efficiently navigate the extensive API landscape, we introduce a Graph Neural Network (GNN)-based link prediction model to capture API synergy, enabling the generation of skills involving underutilized APIs and expanding the skillset's diversity. Experiments with Adobe Illustrator demonstrate that our framework significantly improves automation success rates, reduces response time, and saves runtime token costs compared to traditional runtime code generation. This is the first attempt to use software scripting interfaces as a testbed for LLM-based systems, highlighting the advantages of leveraging execution feedback in a controlled environment and offering valuable insights into aligning AI capabilities with user needs in specialized software domains."
DBLP:journals/corr/abs-2504-20437,article,GaLore 2: Large-Scale {LLM} Pre-Training by Gradient Low-Rank Projection,"DiJia Su and
Andrew Gu and
Jane Xu and
Yuandong Tian and
Jiawei Zhao",2025,CoRR,,abs/2504.20437,,,10.48550/ARXIV.2504.20437,https://doi.org/10.48550/arXiv.2504.20437,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-20437.bib,"Sun, 25 May 2025 01:00:00 +0200",,,,,,2504.20437,arXiv,,"Large language models (LLMs) have revolutionized natural language understanding and generation but face significant memory bottlenecks during training. GaLore, Gradient Low-Rank Projection, addresses this issue by leveraging the inherent low-rank structure of weight gradients, enabling substantial memory savings without sacrificing performance. Recent works further extend GaLore from various aspects, including low-bit quantization and higher-order tensor structures. However, there are several remaining challenges for GaLore, such as the computational overhead of SVD for subspace updates and the integration with state-of-the-art training parallelization strategies (e.g., FSDP). In this paper, we present GaLore 2, an efficient and scalable GaLore framework that addresses these challenges and incorporates recent advancements. In addition, we demonstrate the scalability of GaLore 2 by pre-training Llama 7B from scratch using up to 500 billion training tokens, highlighting its potential impact on real LLM pre-training scenarios."
DBLP:journals/corr/abs-2504-20781,article,"Using LLMs in Generating Design Rationale for Software Architecture
Decisions","Xiyu Zhou and
Ruiyin Li and
Peng Liang and
Beiqi Zhang and
Mojtaba Shahin and
Zengyang Li and
Chen Yang",2025,CoRR,,abs/2504.20781,,,10.48550/ARXIV.2504.20781,https://doi.org/10.48550/arXiv.2504.20781,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-20781.bib,"Sun, 25 May 2025 01:00:00 +0200",,,,,,2504.20781,arXiv,,"Design Rationale (DR) for software architecture decisions refers to the reasoning underlying architectural choices, which provides valuable insights into the different phases of the architecting process throughout software development. However, in practice, DR is often inadequately documented due to a lack of motivation and effort from developers. With the recent advancements in Large Language Models (LLMs), their capabilities in text comprehension, reasoning, and generation may enable the generation and recovery of DR for architecture decisions. In this study, we evaluated the performance of LLMs in generating DR for architecture decisions. First, we collected 50 Stack Overflow (SO) posts, 25 GitHub issues, and 25 GitHub discussions related to architecture decisions to construct a dataset of 100 architecture-related problems. Then, we selected five LLMs to generate DR for the architecture decisions with three prompting strategies, including zero-shot, chain of thought (CoT), and LLM-based agents. With the DR provided by human experts as ground truth, the Precision of LLM-generated DR with the three prompting strategies ranges from 0.267 to 0.278, Recall from 0.627 to 0.715, and F1-score from 0.351 to 0.389. Additionally, 64.45% to 69.42% of the arguments of DR not mentioned by human experts are also helpful, 4.12% to 4.87% of the arguments have uncertain correctness, and 1.59% to 3.24% of the arguments are potentially misleading. To further understand the trustworthiness and applicability of LLM-generated DR in practice, we conducted semi-structured interviews with six practitioners. Based on the experimental and interview results, we discussed the pros and cons of the three prompting strategies, the strengths and limitations of LLM-generated DR, and the implications for the practical use of LLM-generated DR."
DBLP:journals/corr/abs-2504-21589,article,"DNB-AI-Project at SemEval-2025 Task 5: An LLM-Ensemble Approach for
Automated Subject Indexing","Lisa Kluge and
Maximilian K{\""{a}}hler",2025,CoRR,,abs/2504.21589,,,10.48550/ARXIV.2504.21589,https://doi.org/10.48550/arXiv.2504.21589,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2504-21589.bib,"Sun, 25 May 2025 01:00:00 +0200",,,,,,2504.21589,arXiv,,"This paper presents our system developed for the SemEval-2025 Task 5: LLMs4Subjects: LLM-based Automated Subject Tagging for a National Technical Library's Open-Access Catalog. Our system relies on prompting a selection of LLMs with varying examples of intellectually annotated records and asking the LLMs to similarly suggest keywords for new records. This few-shot prompting technique is combined with a series of post-processing steps that map the generated keywords to the target vocabulary, aggregate the resulting subject terms to an ensemble vote and, finally, rank them as to their relevance to the record. Our system is fourth in the quantitative ranking in the all-subjects track, but achieves the best result in the qualitative ranking conducted by subject indexing experts."
DBLP:journals/corr/abs-2505-00651,article,Open-Source LLM-Driven Federated Transformer for Predictive IoV Management,"Yazan Otoum and
Arghavan Asad and
Ishtiaq Ahmad",2025,CoRR,,abs/2505.00651,,,10.48550/ARXIV.2505.00651,https://doi.org/10.48550/arXiv.2505.00651,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2505-00651.bib,"Wed, 18 Jun 2025 01:00:00 +0200",,,,,,2505.00651,arXiv,,"The proliferation of connected vehicles within the Internet of Vehicles (IoV) ecosystem presents critical challenges in ensuring scalable, real-time, and privacy-preserving traffic management. Existing centralized IoV solutions often suffer from high latency, limited scalability, and reliance on proprietary Artificial Intelligence (AI) models, creating significant barriers to widespread deployment, particularly in dynamic and privacy-sensitive environments. Meanwhile, integrating Large Language Models (LLMs) in vehicular systems remains underexplored, especially concerning prompt optimization and effective utilization in federated contexts. To address these challenges, we propose the Federated Prompt-Optimized Traffic Transformer (FPoTT), a novel framework that leverages open-source LLMs for predictive IoV management. FPoTT introduces a dynamic prompt optimization mechanism that iteratively refines textual prompts to enhance trajectory prediction. The architecture employs a dual-layer federated learning paradigm, combining lightweight edge models for real-time inference with cloud-based LLMs to retain global intelligence. A Transformer-driven synthetic data generator is incorporated to augment training with diverse, high-fidelity traffic scenarios in the Next Generation Simulation (NGSIM) format. Extensive evaluations demonstrate that FPoTT, utilizing EleutherAI Pythia-1B, achieves 99.86% prediction accuracy on real-world data while maintaining high performance on synthetic datasets. These results underscore the potential of open-source LLMs in enabling secure, adaptive, and scalable IoV management, offering a promising alternative to proprietary solutions in smart mobility ecosystems."
DBLP:journals/corr/abs-2505-01744,article,"Memory-Efficient {LLM} Training by Various-Grained Low-Rank Projection
of Gradients","Yezhen Wang and
Zhouhao Yang and
Brian K. Chen and
Fanyi Pu and
Bo Li and
Tianyu Gao and
Kenji Kawaguchi",2025,CoRR,,abs/2505.01744,,,10.48550/ARXIV.2505.01744,https://doi.org/10.48550/arXiv.2505.01744,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2505-01744.bib,"Wed, 18 Jun 2025 01:00:00 +0200",,,,,,2505.01744,arXiv,,"Building upon the success of low-rank adapter (LoRA), low-rank gradient projection (LoRP) has emerged as a promising solution for memory-efficient fine-tuning. However, existing LoRP methods typically treat each row of the gradient matrix as the default projection unit, leaving the role of projection granularity underexplored. In this work, we propose a novel framework, VLoRP, that extends low-rank gradient projection by introducing an additional degree of freedom for controlling the trade-off between memory efficiency and performance, beyond the rank hyper-parameter. Through this framework, we systematically explore the impact of projection granularity, demonstrating that finer-grained projections lead to enhanced stability and efficiency even under a fixed memory budget. Regarding the optimization for VLoRP, we present ProjFactor, an adaptive memory-efficient optimizer, that significantly reduces memory requirement while ensuring competitive performance, even in the presence of gradient accumulation. Additionally, we provide a theoretical analysis of VLoRP, demonstrating the descent and convergence of its optimization trajectory under both SGD and ProjFactor. Extensive experiments are conducted to validate our findings, covering tasks such as commonsense reasoning, MMLU, and GSM8K."
DBLP:journals/corr/abs-2505-01841,article,"Harnessing the Power of LLMs, Informers and Decision Transformers
for Intent-driven {RAN} Management in 6G","Md Arafat Habib and
Pedro Enrique Iturria{-}Rivera and
Yigit Ozcan and
Medhat H. M. Elsayed and
Majid Bavand and
Raimundas Gaigalas and
Melike Erol{-}Kantarci",2025,CoRR,,abs/2505.01841,,,10.48550/ARXIV.2505.01841,https://doi.org/10.48550/arXiv.2505.01841,,"dblp computer science bibliography, https://dblp.org",https://dblp.org/rec/journals/corr/abs-2505-01841.bib,"Wed, 18 Jun 2025 01:00:00 +0200",,,,,,2505.01841,arXiv,,"Intent-driven network management is critical for managing the complexity of 5G and 6G networks. It enables adaptive, on-demand management of the network based on the objectives of the network operators. In this paper, we propose an innovative three-step framework for intent-driven network management based on Generative AI (GenAI) algorithms. First, we fine-tune a Large Language Model (LLM) on a custom dataset using a Quantized Low-Rank Adapter (QLoRA) to enable memory-efficient intent processing within limited computational resources. A Retrieval Augmented Generation (RAG) module is included to support dynamic decision-making. Second, we utilize a transformer architecture for time series forecasting to predict key parameters, such as power consumption, traffic load, and packet drop rate, to facilitate intent validation proactively. Lastly, we introduce a Hierarchical Decision Transformer with Goal Awareness (HDTGA) to optimize the selection and orchestration of network applications and hence, optimize the network. Our intent guidance and processing approach improves BERTScore by 6% and the semantic similarity score by 9% compared to the base LLM model. Again, the proposed predictive intent validation approach can successfully rule out the performance-degrading intents with an average of 88% accuracy. Finally, compared to the baselines, the proposed HDTGA algorithm increases throughput at least by 19.3%, reduces delay by 48.5%, and boosts energy efficiency by 54.9%."
