title,authors,doi,year,abstract
Quality Requirement Change Management’s Challenges: An Exploratory Study Using SLR,J. Ahmad; T. M. Ghazal; A. W. Khan; M. A. Khan; M. Inairat; N. Sahawneh; F. Khan,10.1109/ACCESS.2022.3224593,2022,"Requirement change management plays an important role in the business world where management in the business scenario is a hard-hitting assignment because of continuously changing customer choices in respect of requirements. Giving no attention to requirement change management challenges result in consumers’ discontent. Main cause of business products is that there is no planning regarding requirement change management. Furthermore, it also affects market value. Dealing in requirement change management, it’s far important to cope with those challenges to undertake the requirement of the business consumers. This article focuses on documentation and control of quality requirement challenges by using an approach of systematic literature review. The main goal of this article is to classify critical challenges being faced by vendor companies in global software development. A total of fourteen challenges have been documented which have a severe effect on the management of quality requirements. Challenges documented like ‘Incomplete requirements’, ‘Lack of Communication & Coordination, etc. are the key challenges harming managing quality requirement changes. Among these fourteen challenges, nine challenges are marked as critical challenges whose ratios are above 25%. The identified challenges were analyzed decade wise where we categorized them into three decades i.e. first decade (1992-2002), the second decade (2003-2012), and the third decade (2013-2021)."
Robot-Based Intervention for Children With Autism Spectrum Disorder: A Systematic Literature Review,K. D. Bartl-Pokorny; M. Pykała; P. Uluer; D. E. Barkana; A. Baird; H. Kose; T. Zorcec; B. Robins; B. W. Schuller; A. Landowska,10.1109/ACCESS.2021.3132785,2021,"Children with autism spectrum disorder (ASD) have deficits in the socio-communicative domain and frequently face severe difficulties in the recognition and expression of emotions. Existing literature suggested that children with ASD benefit from robot-based interventions. However, studies varied considerably in participant characteristics, applied robots, and trained skills. Here, we reviewed robot-based interventions targeting emotion-related skills for children with ASD following the guidelines of the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement. We systematically searched for all relevant articles published in English language until May 2021, using the databases Scopus, Web of Science, and PubMed. From a total of 609 identified papers, 60 publications including 50 original articles and 10 non-empirical articles including review articles and theoretical articles were eligible for the synthesis. A total of 892 participants were included in the robot-based intervention studies; 570 of them were children with ASD. Nao and ZECA were the most frequently used robots; recognition of basic emotions and getting into interaction were the most frequently trained skills, while happiness, sadness, fear, and anger were the most frequently trained emotions. The studies reported a wide range of challenges with respect to robot-based intervention, ranging from limitations for certain ASD subgroups and security aspects of the robots to efforts regarding the automatic recognition of the children’s emotional state by the robotic systems. Finally, we summarised and discussed recommendations regarding the application of robot-based interventions for children with ASD."
A Comparative Study Using Discriminant Analysis on a Questionnaire Survey Regarding Project Managers’ Cognition and Team Characteristics,A. Masuda; T. Matsuodani; K. Tsuda,10.1109/COMPSAC.2017.11,2017,"The purpose of this study is to create a model of a relationship in which the dependent variable is the result of a project and the independent variables are the characteristics of human resources. We attempted a comparative evaluation of discriminant analyses with a statistical model and a machine learning model using assessments of the results of projects and team characteristics derived from questionnaire survey data. The results of the evaluation demonstrate that the machine learning model shows a higher discrimination rate within the range of the data used in the analysis, but it became clear that the discrimination rate worsens in comparison with the statistical model when extrapolated."
Data-Driven Decision-Making in IT Projects: A Regression Application in Software Estimation,O. Bulkrock; A. BaniMustafa; A. Qusef,10.1109/ICTCS65341.2025.10989401,2025,"IT-related projects are among the most challenging to manage due to their inherent complexity, uncertainty, and the intangibility of their outcomes. However, a data-driven decision-making approach can help tackle these challenges and increase the chance of IT project success. Machine learning techniques can be used to predict uncertain aspects of IT projects, such as the estimation of time, cost, and effort, when applied to historical data collected from previous or similar projects. This approach can allow the project manager to make informed decisions based on facts rather than human judgment or hunch. In this work, we review the potential of data-driven approaches in the management of IT projects, and we demonstrate a use case that applies three regression algorithms, including polynomial regression, linear regression, and partial least squared (PLS), to predict software effort estimation based on the NASA93 public dataset. The best results were achieved using polynomial regression which scored 82% in R2, 81% in MAPE, 152 in MAE, 276 in RMSE and 76387 in MSE metrics."
Design of College Students' Innovation and Entrepreneurship Management System Based on Deep Learning,X. Wang,10.1109/IIoTBDSC60298.2023.00016,2023,"In order to strengthen the application, evaluation, mid-term inspection, final acceptance and fund management of college students' innovation and entrepreneurship training programs, it is necessary to develop a project management system for college students' innovation and entrepreneurship training programs by using modern computer technology. The content of this paper is to develop a management system for college students' innovation and entrepreneurship based on deep learning, including reasonable database design and friendly interface design, which mainly realizes the functions of information release, student registration, information inquiry, project review, project conclusion and system background management. The system is a B/S structure and a Web server. The application included in this system architecture can be divided into three parts, namely, data acquisition, application server and data server. Predictive project process mining can help managers identify abnormal activities that are not in compliance with the project process. BiLSTM is combined with self-attention mechanism by using deep learning technology, and then the event log in the project process is used as input to realize accurate multi-task activity and time prediction. The test results all meet the expectations, indicating that the system is relatively stable and reliable. And it can solve some problems faced by students through a management platform that can meet the daily management functions for all teachers and students, such as project teaming."
Exploring the Blockchain Applications in Healthcare Sector: A Systematic Literature Review,S. V. Urkude; D. Saravanan,10.1109/ICIMIA60377.2023.10426154,2023,"In the era of Web 3.0, Blockchain Technology (BT) applications are admired in various sectors including banking, production, government and healthcare sector etc. Blockchain features such as availability, storage, accessibility and uniqueness of data are more suitable to use in the healthcare sector. Using PRISMA systematic literature procedure, the research articles related to blockchain applications are extracted from reputed databases including Scopus, Web of Science and Google Scholar. The shortlisted research papers were analyzed to explore the application of blockchain technology and adoption challenges in the healthcare sector. The findings shows blockchain technology is popularly used to track electronic health records, tracking drugs & surgical equipment and storage of patient data. The findings reveal a lack of various applications in combining blockchain technology with the Internet of Things (IoT) for tracking patient activity, helping in emergencies and Artificial Intelligence (AI) based systems for disease diagnosis."
IT Trends: A Literature Review,A. X. S. López; I. G. H. Pérez; J. C. H. Mora; J. Velandia,10.1109/CONIITI61170.2023.10324125,2023,"Identification of the principal IT trends is crucial for setting goals in the educational and organisational fields. For example, Higher Educational Institutions (HEIs), namely, programmes related to the IT field should establish programmes that respond to the current and future demand based on IT trends. Thus, this study aims to define the IT trends for the coming three years through a literature review. PRISMA methodology is adopted to guarantee a structured mechanism to gather, analyse and consolidate data. In addition, triangulation and saturation methods were applied to define a sufficient number of studies with a certain degree of quality. The outcomes present themes and codes that consolidate the IT trends that HEIs and organisations may use to set their strategies and goals."
An A.I. Based Cost Estimation System for Material Sourcing with Product Recommendations for Architectural Designs,A. J. Aquino; D. E. Balajediong; C. Centeno; C. C. Manalo; B. R. de Joya; A. A. R. Sison,10.1109/ICCA62237.2024.10928032,2024,"This research showcases the creation of ArchEstimate, an AI-based online tool made to help architects with estimating project expenses and choosing materials. The system utilizes Artificial Neural Networks (ANN) to generate precise cost predictions using project details like gross floor area and material choices. Moreover, it includes fuzzy logic for preliminary assessment and material choice, improving the accuracy of cost prediction. Studies demonstrate the high accuracy of ANN for cost estimation, ranging from 87% to 98% in the literature review. ArchEstimate successfully reached a 90%-97% precision rate in cost estimation for this project. The system received outstanding ratings in functional suitability, compatibility, interaction capability, and maintainability when evaluated according to ISO 25010:2023 standards. The findings show that ArchEstimate greatly enhances cost estimation in architectural projects, providing architects with a reliable tool for generating precise estimates and material suggestions. Future advancements may broaden its capabilities to involve subcontractors and architects, thereby enhancing its range and utility in the construction sector."
A Systematic Literature Review on Balinese Residential Addresses Without Predefined Gazetteers for Last Mile Delivery,M. I. Ansori; W. Anggraeni; R. A. Vinarti,10.1109/ICITISEE63424.2024.10729903,2024,"The accuracy and speed of parcel delivery in courier business services are the keys for customers to determine which courier service to use. In several cases, failed deliveries are partly due to non-standard address writing or using other address terms. Home addresses in Bali still use the ‘Banjar’ address as a reference for parcel delivery, while the Banjar itself is not a standard address for residence. Several methods are used to find the address with local wisdom, namely by combining non-standard and standard addresses so that the actual location can be found and the package is delivered to the end destination. Using geotag technology through map coordinates as a complement to address data can be used to overcome the difficulty of finding an address. However, this is not always applicable because the sender mostly does not know the actual map position of the recipient. Therefore, the purpose of this study is to investigate existing research that solves the problem of non-standard addresses in the context of package delivery. This article uses the PRISMA methodology to find related literature. In the last 10 years, hundreds of articles were found, and 16 of them use specific methods to find solutions to deliver to Balinese residential addresses without predefined gazetteers."
Technology-Assisted Emotion Recognition for Autism Spectrum Disorder (ASD) Children: A Systematic Literature Review,M. A. Rashidan; S. N. Sidek; H. M. Yusof; M. Khalid; A. A. A. Dzulkarnain; A. S. Ghazali; S. A. M. Zabidi; F. A. A. Sidique,10.1109/ACCESS.2021.3060753,2021,"The information about affective states in individuals with autism spectrum disorder (ASD) is difficult to obtain as they usually suffer from deficits in facial expression. Affective state conditions of individuals with ASD were associated with impaired regulation of speech, communication, and social skills leading towards poor socio-emotion interaction. It is conceivable that the advance of technology could offer a psychophysiological alternative modality, particularly useful in persons who cannot verbally communicate their emotions as affective states such as individuals with ASD. The study is focusing on the investigation of technology-assisted approach and its relationship to affective states recognition. A systematic review was executed to summarize relevant research that involved technology-assisted implementation to identify the affective states of individuals with ASD using Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) approach. The output from the online search process obtained from six publication databases on relevant studies published up to 31 July 2020 was analyzed. Out of 391 publications retrieved, 20 papers met the inclusion and exclusion criteria set in prior. Data were synthesized narratively despite methodological and heterogeneity variations. In this review, some research methods, systems, equipment and models to address all the related issues to the technology-assisted and affective states concerned were presented. As for the consequence, it can be assumed that the emotion recognition with assisted by technology, for evaluating and classifying affective states could help to improve efficacy in therapy sessions between therapists and individuals with ASD. This review will serve as a concise reference for providing general overviews of the current state-of-the-art studies in this area for practitioners, as well as for experienced researchers who are searching for a new direction for future works."
Normalization Strategies in Multi-Center Radiomics Abdominal MRI: Systematic Review and Meta-Analyses,J. Panic; A. Defeudis; G. Balestra; V. Giannini; S. Rosati,10.1109/OJEMB.2023.3271455,2023,"Goal: Artificial intelligence applied to medical image analysis has been extensively used to develop non-invasive diagnostic and prognostic signatures. However, these imaging biomarkers should be largely validated on multi-center datasets to prove their robustness before they can be introduced into clinical practice. The main challenge is represented by the great and unavoidable image variability which is usually addressed using different pre-processing techniques including spatial, intensity and feature normalization. The purpose of this study is to systematically summarize normalization methods and to evaluate their correlation with the radiomics model performances through meta-analyses. This review is carried out according to the PRISMA statement: 4777 papers were collected, but only 74 were included. Two meta-analyses were carried out according to two clinical aims: characterization and prediction of response. Findings of this review demonstrated that there are some commonly used normalization approaches, but not a commonly agreed pipeline that can allow to improve performance and to bridge the gap between bench and bedside."
Research Trends in Software Development Effort Estimation,Y. Swandari; R. Ferdiana; A. E. Permanasari,10.1109/EECSI59885.2023.10295716,2023,"Developing a software project without the appropriate amount of effort would significantly impede and even fail the project, putting the software developer's quality at risk. Therefore, software development effort estimation (SDEE) is the most critical activity in software engineering. SDEE has seen extensive research, resulting in a massive rise in the literature in a relatively short period. In this regard, it is crucial to identify the significant study topics in software development effort estimation that will assist researchers in understanding and recognizing research trends. This research applied a systematic literature review (SLR) to compile all journals from the predefined search directory about software development effort estimation thoroughly and unbiasedly from 2018 to 2022. This review was a prelude to further research activities in software development effort estimation. Five research topics out of 71 papers have been revealed, including the machine learning approach, algorithmic technique, expert judgement, dataset analysis, and evaluation metric. With 27 journals, deploying a machine learning approach for SDEE is the most discussed research topic. The potential research described in this study can be investigated further in software development effort estimation field."
"UNet Deep Learning Architecture for Segmentation of Vascular and Non-Vascular Images: A Microscopic Look at UNet Components Buffered With Pruning, Explainable Artificial Intelligence, and Bias",J. S. Suri; M. Bhagawati; S. Agarwal; S. Paul; A. Pandey; S. K. Gupta; L. Saba; K. I. Paraskevas; N. N. Khanna; J. R. Laird; A. M. Johri; M. K. Kalra; M. M. Fouda; M. Fatemi; S. Naidu,10.1109/ACCESS.2022.3232561,2023,"Biomedical image segmentation (BIS) task is challenging due to the variations in organ types, position, shape, size, scale, orientation, and image contrast. Conventional methods lack accurate and automated designs. Artificial intelligence (AI)-based UNet has recently dominated BIS. This is the first review of its kind that microscopically addressed UNet types by complexity, stratification of UNet by its components, addressing UNet in vascular vs. non-vascular framework, the key to segmentation challenge vs. UNet-based architecture, and finally interfacing the three facets of AI, the pruning, the explainable AI (XAI), and the AI-bias. PRISMA was used to select 267 UNet-based studies. Five classes were identified and labeled as conventional UNet, superior UNet, attention-channel UNet, hybrid UNet, and ensemble UNet. We discovered 81 variations of UNet by considering six kinds of components, namely encoder, decoder, skip connection, bridge network, loss function, and their combination. Vascular vs. non-vascular UNet architecture was compared. AP(ai)Bias 2.0-UNet was identified in these UNet classes based on (i) attributes of UNet architecture and its performance, (ii) explainable AI (XAI), and, (iii) pruning (compression). Five bias methods such as (i) ranking, (ii) radial, (iii) regional area, (iv) PROBAST, and (v) ROBINS-I were applied and compared using a Venn diagram. Vascular and non-vascular UNet systems dominated with sUNet classes with attention. Most of the studies suffered from a low interest in XAI and pruning strategies. None of the UNet models qualified to be bias-free. There is a need to move from paper-to-practice paradigms for clinical evaluation and settings."
Sign Language Translation Techniques Using Artificial Intelligence for the Hearing Impaired Community in Sri Lanka: A Review,M. Priyankara; A. Gunasekara; K. Ilmini,10.1109/SLAAI-ICAI59257.2023.10365012,2023,"Hearing Impaired individuals routinely encounter limitations in their involvement in social interactions, access to intriguing information, and participation in everyday activities, among various other aspects. However, the hardest part of their interactions with regular people is communication, because sign language is the primary language of those who are hearing impaired. However, the general public is unaware of sign language. Each country has its own sign language. However, there are some striking similarities between them. In Sri Lanka, hearing impaired people use Sri Lankan Sign Language (SLSL) as their communication language. There is several research done on Sign Language recognition and translation. But no fully functioning system is utilized for Sri Lankan Sign Language translation. To find the gap in this area, we conducted a systematic literature review using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) method that analyses 12 studies on Sign Language Translation (SLT). As per the literature review, Image Processing (IP) and Convolutional Neural Networks (CNN) are the most used techniques for Sign Language translation. But these methods have limitations: not enough data, differences in how people use sign language, difficulty in translating in real-time, not capturing cultural aspects, needing specific equipment, and understanding the context of conversations. Recognizing and solving these problems is important, especially for languages like SLSL. Future research should focus on getting more data, making translation work for different cultures, and improving real-time translation. This will help hearing impaired people communicate better with others."
Artificial Intelligence Applications in Quality Management System: A Bibliometric Study,J. Minglana; R. R. Tobias; R. E. Roxas,10.1109/TENCON54134.2021.9707340,2021,"This paper presents a systematic literature review and bibliometric analyses of publications in the field of Quality Management System (QMS) by authors who applied artificial intelligence (AI) in ISO 9001:2015 audits. Scopus-indexed papers that were published from 1998 to 2021 were evaluated based on the research publication metrics made available by Scopus. From the 142 extracted Scopus-indexed publications in September 2021, 109 or 76 percent of the publications remained after Preferred Reporting Items for Systematic Reviews and Meta-analysis (PRISMA) procedure. Analyses and visualizations using VOSviewer reveal research productivity, affiliation and collaboration networks in various countries, and the corresponding relationship between research networks in the field of AI-enabled QMS. Findings reveal that QMS is leaning towards sustainability, big data, and applied technological innovations."
Social Media Practices on Construction Sites: A New Conceptual Model of Social Media Impact on Team Performance,R. Karimi; M. B. Shishehgarkhaneh; R. C. Moehler; Y. Fang; S. Ahmad,10.1109/EMR.2025.3539324,2025,"The role of social media in construction site management is not thoroughly understood, particularly in its capacity to influence team dynamics and performance. This study investigates the impact of social media use (SMU) on team feedback (TF), knowledge sharing (KS), and member support (MS) within construction site teams in Australia. Drawing from existing literature and integrating Social Exchange Theory and the Theory of Communication Visibility, this research develops a conceptual model that illustrates the relationships between SMU and team performance (TP), with coordination (COO) as a moderating variable. The study identifies that SMU enhances TF, KS, and MS, which subsequently improve TP. COO is shown to amplify or mitigate these effects based on task complexity and interdependencies. This research provides a robust framework for understanding the multifaceted influence of SMU on construction teams and sets the stage for empirical validation across diverse project environments. The findings offer valuable insights for leveraging social media to optimize communication and performance on construction site management, while also highlighting areas for future exploration, such as technological integration and comparative regional studies."
Software Fault Detection Algorithms Using Artificial Intelligence: A Review and Classification,L. Ndlovu; B. Cossa; C. Makokoe; L. Khumalo; N. Ntshangase; S. Myaka; N. Ndhlovu; M. Mtshali,10.1109/ICECET61485.2024.10698379,2024,"With the rise of software applications, software development has become a rapidly evolving field, propelled by technological advancements and the increasing demand for innovative solutions to sustain our digital era. Detecting software faults has emerged as a critical attribute in the software development cycle to ensure system reliability, quality, and user satisfaction. However, traditional fault detection methods often suffer from drawbacks such as time consumption and error proneness, particularly in the context of large and complex software systems. In response to these hurdles, artificial intelligence (AI) presents itself as a promising methodology, with the aim of improving accuracy, scalability, automation, and proactiveness in fault detection. This paper systematically reviews the literature on AI-based software fault detection algorithms. Leveraging the PRISMA framework (Preferred Reporting Items for Systematic Reviews and Meta-Analyses), a curated set of 50 peer-reviewed research publications was identified in Google Scholar and subsequently analyzed using a classification coding framework. The findings reveal that AI-based software fault detection algorithms played an important role in improving software system reliability and performance."
Neuro-fuzzy ensembles: A systematic mapping study,H. Ouifak; A. Idri,10.1109/AICCSA56895.2022.10017811,2022,"In the last decade, neurofuzzy networks have received considerable attention from academia. These systems strike a tradeoff between the performance of artificial neural networks and the interpretability of fuzzy inference systems expressed through fuzzy rules. Many researchers, however, are still dissatisfied with the performance of single neuro-fuzzy systems and are constantly working to improve them using ensemble techniques. This study conducts a systematic mapping of relevant studies on the application of ensemble techniques to neuro-fuzzy systems. Many aspects of the study are highlighted, including publication years, sources, contribution types, and application domains. As result, 48 articles published from 2000 to Mars 2022 were selected from six digital libraries (Science Direct, IEEE Xplore, ACM Digital Library, PubMed, Wiley, and Google Scholar. The findings revealed that the number of studies employing ensemble techniques with neuro-fuzzy systems is low and unstable. As the most used neuro-fuzzy system, ANFIS, from the Takagi-Sugeno-Kang category, is being studied in a wide range of application domains, most notably finance, medicine, and ecology."
Prisma Analysis of Innovative Technologies on Advancement of Optimisation of Manufacturing Industry,N. Mulongo; M. Matlala; K. Mushavhanamadi,10.1109/SmartNets58706.2023.10215876,2023,"The swift advancement of modern innovation has created a significant change within various sectors, particularly in manufacturing industry. Consequently, several companies have started to investigate for innovative administrative configuration and policy in order to implement artificial intelligence technologies into their production routes. Hence, the tool such as, the Computer Aided Manufacturing is considered as a key player in optimizing the manufacturing industry and mostly in the change to smart manufacturing. The advent of industry 4.0 has resulted in novel business patterns, which are more and more adopted in the manufacturing sector. To this end, the present research paper sought to use the Prisma approach to critically review the existing literature in the field of artificial intelligence to demonstrates and outlines its key role on the advancement and optimising the production processes of goods within the manufacturing industry. The review process demonstrates that the advent of artificial intelligence has the ability to significantly improve the productivity, flexibility, and efficiency whilst enabling smart decision-making of the operations related to supply chain. The study sought to offer a clear idea for company and organization that wishes to provide a roadmap for digitizing the various manufacturing operations and techniques. It is also expected that by presenting this review, both academics and industrial practitioners will gain access to a hands-on library of information on impact of new technology and Artificial Intelligence. In assuring the credibility of the Prisma approach, each search term or keyword was separately examined."
Detecting Frauds and Payment Defaults on Credit Card Data Inherited With Imbalanced Class Distribution and Overlapping Class Problems: A Systematic Review,S. N. Kalid; K. -C. Khor; K. -H. Ng; G. -K. Tong,10.1109/ACCESS.2024.3362831,2024,"Credit card payments are one popular e-payment option apart from cash payments. Recent reports show that credit card fraud and payment defaults are increasing annually and are alarming. Thus, researchers have attempted various machine learning techniques to address these two challenges. However, they are challenged to mitigate the two major problems inherited in credit card data: (i) imbalanced class distribution and (ii) overlapping classes. Mitigating these problems shall effectively detect credit card frauds and payment defaults, thus benefiting card issuers and holders. Hence, this paper aims to develop a systematic review using PRISMA to identify and compare various credit card datasets, machine learning techniques, and evaluation metrics. Subsequently, we provide recommendations for handling these two problems. We extracted research papers from 2016 to 2023 from ScienceDirect, Springer, Association and Computing Machinery (ACM), and IEEE databases. The papers shall be included if written in English and published in peer-reviewed and indexed journals or conference proceedings. Finally, 87 papers were selected based on the eligibility criteria. Based on our findings, the European and Taiwan datasets are widely used in the research community. However, most researchers focus on tackling imbalanced class distribution rather than two problems together. We recommended to the research community the application of deep learning, ensemble learning, and sampling methods to effectively detect fraud and payment defaults on credit card datasets that inherit the two problems. In evaluating the machine learning algorithms, we recommend using metrics that can separately evaluate the algorithms’ performance in detecting frauds/payment defaults and normal transactions."
A Systematic Literature Review on Social Media Slang Analytics in Contemporary Discourse,A. Sundaram; H. Subramaniam; S. H. A. Hamid; A. M. Nor,10.1109/ACCESS.2023.3334278,2023,"Social media slang, encompassing informal language, words, phrases, and acronyms on digital platforms, reflects the dynamic nature of online communication. Analyzing social media slang offers valuable insights for organizations and researchers, enabling a deeper understanding of communication trends, sentiment analysis, and user behavior in the digital sphere. It plays a pivotal role in shaping effective marketing strategies and enhancing communication, ultimately facilitating informed decision-making in the digital age. In our study, we conducted a systematic review of research articles from the Web of Science and Scopus databases, spanning the years 2016 to 2023. Our rigorous selection process, based on quality assessments as per PRISMA guidelines, revealed several key findings. Social media slang exhibits a remarkable adaptability to different platforms, mirroring the communication styles and user cultures found on each. Notably, it influences user behavior, impacting interactions, content engagement, and decision-making, particularly in marketing and communication strategies. Furthermore, our research highlights the value of social media slang in sentiment analysis, providing insights into public sentiment and supporting well-informed decision-making. Our study underscores the versatile applications of slang analytics across various industries and research domains, emphasizing its pivotal role in providing specialized insights and enhancing communication strategies. In conclusion, our research offers a comprehensive understanding of the dynamic landscape of informal language in the context of contemporary digital communication, furnishing valuable insights that inform decision-making, refine marketing strategies, and enhance communication."
"5G for Smart Grids: Review, Taxonomy, Bibliometrics, Applications and Future Trends",R. Rituraj; D. T. Varkonyi; A. Mosavi; A. V. Koczy,10.1109/INES59282.2023.10297699,2023,"This comprehensive literature review analyzes the current state-of-the-art research on 5G applications and technologies in smart grids. Adhering to PRISMA guidelines, the review presents a detailed taxonomy of applications and methodologies being utilized in this field. The review searched various electronic databases from 2012 to 2022, and conducted bibliometric analysis to identify research trends, influential authors, journals, and institutions in this field. The review identifies various 5G applications and technologies used in Smart grids, and the potential benefits of 5G technology in enhancing the efficiency, reliability, and security of smart grid systems. The study provides valuable insights into the research trends, research gaps, and future research directions in this field, and can guide researchers and practitioners in developing and implementing 5G-enabled smart grid systems."
A Review: State-of-the-Art of Integrating AI Models with Moving-target Defense for Enhancing IoT Networks Security,A. Hamada; S. M. Hassan; S. Samy; M. Azab; E. Fathalla,10.1109/UEMCON62879.2024.10754728,2024,"The rapid proliferation of IoT devices across various sectors has significantly expanded the attack surface for cyber threats. Traditional security strategies, which rely on static defenses, often fail to adequately protect these diverse and resource-constrained devices, rendering them vulnerable to attacks. To address this challenge, proactive security mechanisms like Moving-Target Defense (MtD) introduce dynamic, real-time changes, making systems less predictable and more challenging for attackers to exploit. However, deploying MtD strategies in IoT networks presents various limitations and trade-offs between the network’s trustworthiness, performance, and compatibility. To overcome these challenges, AI-based MtD strategies offer a promising solution by dynamically adapting and optimizing defense mechanisms, thereby enhancing system resilience and unpredictability. This paper systematically reviews the use of Artificial Intelligence (AI) models to improve security in IoT networks, with a particular focus on integrating AI with MtD techniques to bolster network resilience. The review adheres to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) model principles and employs a systematic mapping process to analyze AI’s effectiveness in predicting and mitigating IoT attacks while exploring the potential of MtD mechanisms."
Human-like Social Learning for Social Robots: A Systematic Review,D. Burkart; B. Bruno,10.1109/RO-MAN60168.2024.10731225,2024,"Social learning is a learning paradigm aiming to make the process of teaching new skills to an artificial intelligent agent (such as a robot) as close as possible to the process we employ when teaching skills to other humans. Equipping robot companions with the ability to learn from social interactions with their users would enable naive users to effortlessly teach skills to robots and support personalization and long-term use. Aiming to support research on the field, in this article we present a systematic literature review of human-like social learning for social robots, with a specific focus on works employing real robots and real human-robot social interactions. The review examines relevant papers from perspectives including the type of robot used, the task to be learned, and the method and assessment metrics employed, and allows for the identification of open research avenues."
Software effort estimation using machine learning techniques,Monika; O. P. Sangwan,10.1109/CONFLUENCE.2017.7943130,2017,"Effort Estimation is a very important activity for planning and scheduling of software project life cycle in order to deliver the product on time and within budget. Machine learning techniques are proving very useful to accurately predict software effort values. This paper presents a review of various machine-learning techniques using in estimation of software project effort namely Artificial Neural Network, Fuzzy logic, Analogy estimation etc. Machine learning techniques consistently predicting accurate results because of its learning natures form previously completed projects. This paper summarizes that each technique has its own features and behave differently according to environment so no technique can be preferred over each other."
Virtual Influencers Revolutionizing Marketing: A Bibliometric Deep Dive into Emerging Trends and Future Prospects,S. Rumangkit; R. Astari Rahmatika,10.1109/ICIMCIS63449.2024.10956725,2024,"Within the academic literature stream of influencer marketing, studies around virtual influencers are gaining momentum concurrently with the emergence of virtual influencers and their popularity, especially among young audiences on social media. As this study domain is vastly developing, more research is needed to examine this topic from various spectrums. This study examines current and future research trends regarding virtual influencers in marketing and advertising literature. A bibliographic analysis using the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) framework is used to reveal themes regarding virtual influencers based on 167 papers dated from 2020–2024. The analysis results highlight the annual production of academic literature concerning virtual influencers, most productive journal outlets, country productivity, paper co-citation, and emerging and future trends presented in various mapping and visualizations. Based on the findings, this research offers insights into the trend and future research area around the emerging virtual influencer marketing topic."
Artificial Intelligence in Radar Technology and Communication Networks,A. Dutta; A. Misra; S. Deka; K. K. Sarma,10.1109/MITADTSoCiCon60330.2024.10575148,2024,"Artificial intelligence, together with Machine learning, Big Data analysis, Data Science, Mathematical modeling, Optimal control theory, and Simulation techniques, play very significant roles in the cutting-edge research fields of Radar technology and Communication networks. In this article, we review some recent research articles/ papers in this field, discuss their core findings, highlight some gaps and open problems, and elaborate the hierarchy of methodology by applying the principles ""PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses.) and ""PICOS (Population, Intervention, Comparison, Outcome, Study design),"" describe the rationale of outcomes, and finally draw the conclusion with the broader future spectrum of Radar technology and Communication networks."
Extreme Learning Machine Applied to Software Development Effort Estimation,H. D. P. De Carvalho; R. Fagundes; W. Santos,10.1109/ACCESS.2021.3091313,2021,"The project management process has been used in the area of Software Engineering to support project managers to keep projects under control. One of the essential processes in Software Engineering is to conduct an accurate and reliable estimation of the required effort to complete the project. This article’s objectives are: i) to identify the variables that influence the estimation based on the correlation, and ii) to apply the Extreme Learning Machine - ELM model for effort estimation and compare it with the literature models. Thus, it was investigated which technique has better effort prediction accuracy. The models were compared with each other based on predictive precision in the criterion of absolute mean residue (MAR) and statistical tests. The main findings in this study were: i) important variables for effort estimation and; ii) the results indicated that the ELM model presents the best results compared to the models in the literature for estimating software design effort. In this way, the use of Machine Learning techniques in the effort estimation process can increase the chances of success in the accuracy of the time estimates and the project’s costs."
Application of Artificial Intelligence in ERP System's Fulfillment of the Purchasing Function,L. Hanane; M. Noureddine; D. Mostafa; L. Imane,10.1109/SITA60746.2023.10373719,2023,"Artificial intelligence (AI) has the potential to have an impact on every aspect of a business, including the purchasing division. This article analyzes how AI is used in the fulfillment of the purchasing function in enterprise resource planning (ERP) systems, especially SAP editor (Systems, Applications, and Products in Data Processing), and its impact on the system's performance. First, a review is undertaken of how AI is used in different fields in companies. Thereafter, the paper follows a deep research to collect the information on SAP editor from any sources such as industry reports, article ad information systems site webs. The results indicate that the application of AI can be integrated with the purchasing function of ERP systems almost throughout their entire lifecycle, helping overcome many problems that ERP systems are not able to automate and streamline."
